producer,nation,local1,local2,local3,local4,varieties1,varieties2,varieties3,varieties4,varieties5,varieties6,type
Textbook,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,,,,,Red
Textbook,USA,California,Napa County,Oakville,,Cabernet Sauvignon,Merlot,,,,,Red
Weingut FX Pichler,Austria,Niederosterreich,Wachau,,,Gruner Veltliner,,,,,,White
Weingut FX Pichler,Austria,Niederosterreich,Wachau,,,Riesling,,,,,,White
Weingut FX Pichler,Austria,Niederosterreich,Wachau,,,Riesling,,,,,,White
Weingut Winter,Germany,Rheinhessen,,,,Riesling,,,,,,White
Weingut Winter,Germany,Rheinhessen,,,,Riesling,,,,,,White
Weingut Winter,Germany,Rheinhessen,,,,Riesling,,,,,,White
Weingut Winter,Germany,Rheinhessen,,,,Riesling,,,,,,White
Angus The Bull,Australia,Victoria,,,,Cabernet Sauvignon,,,,,,Red
Torbreck,Australia,South Australia,Barossa Valley,,,Grenache,Mataro,Syrah & Shiraz,,,,Red
Coriole Vineyards,Australia,South Australia,McLaren Vale,,,Fiano,,,,,,White
Champagne de Venoge,France,Champagne,,,,Pinot Noir,Chardonnay,Pinot Meunier,,,,Sparkling
Gaia Wines,Greece,Peloponnese,Nemea,,,Moschofilero,,,,,,White
Trapiche,Argentina,Mendoza,,,,Cabernet Sauvignon,,,,,,Red
Carpe Diem,Moldova,Feteasca Alba,,,,Feteasca Regala,,,,,,White
Champagne de Venoge,France,Champagne,,,,Pinot Noir,,,,,,Sparkling
Schenk Italian Wineries,Italy,Veneto,Verona,,,Blend,,,,,,White
Schenk Italian Wineries,Italy,Veneto,Verona,,,Corvina,,,,,,Red
Carpe Diem,Moldova,Feteasca Alba,,,,,,,,,,White
Carpe Diem,Moldova,Feteasca Neagra,,,,,,,,,,Red
Carpe Diem,Moldova,Feteasca Neagra,,,,Pinot Noir,,,,,,Red
Carpe Diem,Moldova,Feteasca Neagra,,,,Saperavi,,,,,,Red
Cricova,Moldova,Feteasca Alba,,,,,,,,,,Sparkling
Cricova,Moldova,Pinot Noir,,,,,,,,,,Sparkling
Cricova,Moldova,Pinot Noir,,,,Chardonnay,,,,,,Sparkling
Maison Jean Loron,France,Bourgogne,Beaujolais,Regnie,,Gamay,,,,,,Red
Maison Jean Loron,France,Bourgogne,,,,Pinot Noir,,,,,,Red
Maison Jean Loron,France,Bourgogne,Maconnais,PouillyFuisse,,Chardonnay,,,,,,White
Olivier Tricon,France,Bourgogne,,,,Chardonnay,,,,,,White
Olivier Tricon,France,Bourgogne,Chablis,,,Chardonnay,,,,,,White
Olivier Tricon,France,Bourgogne,Chablis,Chablis Grand Cru,,Chardonnay,,,,,,White
Olivier Tricon,France,Bourgogne,Chablis,Chablis Premier Cru,,Chardonnay,,,,,,White
Olivier Tricon,France,Bourgogne,Chablis,Chablis Premier Cru,,Chardonnay,,,,,,White
Castel MiMi,Moldova,,,,,Chardonnay,,,,,,White
Castel MiMi,Moldova,Cabernet Sauvignon,,,,,,,,,,Red
Castel MiMi,Moldova,,,,,Merlot,,,,,,Red
Castel MiMi,Moldova,Pinot Noir,,,,,,,,,,Red
Bodegas Castano,Spain,Yecla,,,,Macabeo,Chardonnay,,,,,White
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,EolaAmity Hills,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,Chehalem Mountai,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,Chehalem Mountai,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,EolaAmity Hills,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,Dundee Hills,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,YamhillCarlton,,Pinot Noir,,,,,,Red
24  Chapter 24 Vineyards,USA,Oregon,Willamette Valley,EolaAmity Hills,,Pinot Noir,,,,,,Red
Schild Estate,Australia,South Australia,Barossa Valley,,,Syrah & Shiraz,,,,,,Red
Bodega Union Campesina IniestenseUCI,Spain,Manchuela,,,,Syrah & Shiraz,,,,,,Red
Daniel Rion Domaine Daniel Rion  Fils,France,Bourgogne,,,,Chardonnay,,,,,,White
Thomas goss,Australia,South Australia,McLaren Vale,,,Merlot,,,,,,Red
Eden Ridge Winery  TruettHurst,USA,California,,,,Merlot,Syrah & Shiraz,Petite Sirah,Zinfandel,Cabernet Sauvignon,,Red
Nicolas Allen Winery,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
Heritiers du Comte Lafon,France,Bourgogne,Maconnais,Macon,,Chardonnay,,,,,,White
Heritiers du Comte Lafon,France,Bourgogne,Maconnais,Macon,,Chardonnay,,,,,,White
Heritiers du Comte Lafon,France,Bourgogne,Maconnais,Macon,,Chardonnay,,,,,,White
Frescobaldi,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Roger Coulon,France,Champagne,,,,Pinot Meunier,Chardonnay,Pinot Noir,,,,Sparkling
Roger Coulon,France,Champagne,,,,Pinot Meunier,,,,,,Sparkling
Roger Coulon,France,Champagne,,,,Pinot Meunier,Pinot Noir,,,,,Sparkling
Roger Coulon,France,Champagne,,,,Pinot Meunier,Pinot Noir,Chardonnay,,,,Sparkling
Cantina Tollo,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Cantina Tollo,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Cantina Tollo,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Cantina Tollo,Italy,Abruzzo,,,,Pecorino,,,,,,White
Cantine Due Palme,Italy,Puglia,,,,Cabernet Sauvignon,Primitivo,Negroamaro,Malvasia nera,,,Red
Colle Massari,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Coppi,Italy,Puglia,,,,Primitivo,,,,,,Red
Coppi,Italy,Puglia,,,,Negroamaro,,,,,,Red
Cusumano,Italy,Sicilia,,,,Catarratto,,,,,,White
Cusumano,Italy,Sicilia,,,,Nerello Mascalese,,,,,,Red
Enrico Serafino,Italy,Piemonte,Barolo,,,Nebbiolo,,,,,,Red
Enrico Serafino,Italy,Piemonte,Barbaresco,,,Nebbiolo,,,,,,Red
Enrico Serafino,Italy,,,,,Moscato,,,,,,White
Cecchi,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Cecchi,Italy,Toscana,,,,Cabernet Franc,Merlot,,,,,Red
Cecchi,Italy,Toscana,,,,Sangiovese,Cabernet Sauvignon,Petit Verdot,Merlot,,,Red
Famiglia Cotarella,Italy,Lazio,,,,Merlot,,,,,,Red
Famiglia Cotarella,Italy,Lazio,,,,Syrah & Shiraz,,,,,,Red
Famiglia Cotarella,Italy,Lazio,,,,Chardonnay,,,,,,White
Fattoria le Pupille,Italy,,,,,Sangiovese,,,,,,Red
Feudi Feudi di San Gregorio,Italy,,,,,Aglianico,,,,,,Red
Le Monde,Italy,Friuli Venezia Giulia,,,,Pinot Grigio,,,,,,White
Le Monde,Italy,Friuli Venezia Giulia,,,,Chardonnay,,,,,,White
Le Monde,Italy,Friuli Venezia Giulia,,,,Merlot,,,,,,Red
Le Rocche Malatestiane,Italy,EmiliaRomagna,,,,Sangiovese,,,,,,Red
Le Rocche Malatestiane,Italy,EmiliaRomagna,,,,Grechetto Bianco,,,,,,Sparkling
Orma,Italy,,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Orma,Italy,,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Paolo Leo,Italy,Puglia,,,,Chardonnay,,,,,,White
Paolo Leo,Italy,Puglia,,,,Primitivo,,,,,,Red
Paolo Leo,Italy,Puglia,,,,Negroamaro,,,,,,Red
Pasqua,Italy,Veneto,Valpolicella,,,Corvina,Rondinella,Molinara,,,,Red
Poggio Le Volpi,Italy,Puglia,Manduria,,,Primitivo,,,,,,Red
Poggio Le Volpi,Italy,Puglia,Manduria,,,Primitivo,,,,,,Red
Rocca delle Macie,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Rocca delle Macie,Italy,Toscana,,,,Sangiovese,Syrah & Shiraz,,,,,Red
San Felice,Italy,Toscana,Bolgheri,,,Merlot,Cabernet Sauvignon,,,,,Red
Lamole di Lamole B2B,Italy,Toscana,Chianti,,,Sangiovese,Canaiolo,,,,,Red
Lamole di Lamole B2B,Italy,Toscana,Chianti,,,Sangiovese,Cabernet Sauvignon,Merlot,,,,Red
Tenuta di Arceno,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Cecchi,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Tenuta di Arceno,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Tenuta di Arceno,Italy,Toscana,,,,Cabernet Franc,Merlot,Cabernet Sauvignon,,,,Red
Tenuta di Arceno,Italy,Toscana,,,,Merlot,Cabernet Franc,Cabernet Sauvignon,Petit Verdot,,,Red
Tenuta Viglione,Italy,Puglia,,,,Primitivo,,,,,,Red
Tenuta Viglione,Italy,Puglia,,,,Negroamaro,,,,,,Red
Tenute SalvaTerra,Italy,Veneto,Valpolicella,,,Blend,,,,,,Red
Torrevento,Italy,Puglia,,,,Uva di Troia,Nero di Troia,,,,,Red
Valori,Italy,Abruzzo,,,,Merlot,,,,,,Red
Valori,Italy,Abruzzo,,,,Montepulciano,,,,,,Red
Valori,Italy,,,,,Montepulciano,,,,,,Red
Varvaglione,Italy,Puglia,,,,Primitivo,,,,,,Red
Varvaglione,Italy,Puglia,,,,Malvasia,,,,,,White
Varvaglione,Italy,Puglia,Manduria,,,Primitivo,,,,,,Red
Velenosi,Italy,Marche,,,,Sangiovese,Montepulciano,,,,,Red
Zorzettig,Italy,Friuli Venezia Giulia,,,,Pinot Bianco,,,,,,White
Zorzettig,Italy,Friuli Venezia Giulia,,,,Friulano,,,,,,White
Zorzettig,Italy,Friuli Venezia Giulia,,,,Refosco,,,,,,Red
Poggio Le Volpi,Italy,Puglia,Manduria,,,Primitivo,,,,,,Red
Joseph Cattin,France,Alsace,,,,Gewurztraminer,,,,,,White
Joseph Cattin,France,Alsace,,,,Riesling,,,,,,White
Joseph Cattin,France,Alsace,,,,Riesling,,,,,,White
Joseph Cattin,France,Alsace,,,,Pinot Gris,,,,,,White
Joseph Cattin,France,Alsace,,,,Gewurztraminer,,,,,,White
Torres Miguel Torres  Spain,Spain,Penedes,,,,Pinot Noir,Chardonnay,Xarel.lo,,,,Sparkling
Yamato Brewery,Japan,,,,,Rice,Sweet Potato,,,,,Sake/Rice
The Hilt,USA,California,Santa Barbara County,,,Chardonnay,,,,,,White
The Hilt,USA,California,Santa Barbara County,Santa Rita Hills,,Pinot Noir,,,,,,Red
The Hilt,USA,California,Santa Barbara County,Santa Rita Hills,,Pinot Noir,,,,,,Red
The Hilt,USA,California,Santa Barbara County,Santa Rita Hills,,Pinot Noir,,,,,,Red
Catena Zapata,Argentina,Mendoza,Northern Mendoza,,,Cabernet Franc,Malbec,,,,,Red
Famille Perrin,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,mourvedre,,,,Red
Clarence Dillon Wines,France,Bordeaux,Medoc,,,Merlot,Cabernet Sauvignon,,,,,Red
Clarence Dillon Wines,France,Bordeaux,SaintEmilion,,,Cabernet Sauvignon,Cabernet Franc,,,,,Red
Baron Edmond de Rothschild  E Rothchild,France,Bordeaux,MontagneSaintEmilion,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Royal Tokaji,Hungary,The Northeast,TokajHegyalja,,,Furmint,Harslevelu,Muscat,,,,White
Royal Tokaji,Hungary,The Northeast,TokajHegyalja,,,Furmint,Harslevelu,Muscat,,,,White
Royal Tokaji,Hungary,The Northeast,TokajHegyalja,,,Furmint,Harslevelu,Muscat,,,,White
Castellare di Castellina,Italy,Toscana,Maremma,,,Sangiovese,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,Red
Castellare di Castellina,Italy,Sicilia,,,,Chardonnay,,,,,,White
Frescobaldi,Italy,Toscana,Chianti,,,Sangiovese,,,,,,Red
Lungarotti,Italy,Umbria,Torgiano,,,Sangiovese,Merlot,,,,,Red
Villa Maria,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,White
Villa Maria,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,Red
Jean Leon,Spain,Penedes,,,,Merlot,Petit Verdot,,,,,Red
Jean Leon,Spain,Penedes,,,,Chardonnay,,,,,,White
Torres Miguel Torres  Spain,Spain,Penedes,,,,Riesling,,,,,,White
Torres Miguel Torres  Spain,Spain,Conca de Barbera,,,,Chardonnay,,,,,,White
Robert Mondavi,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,,,Red
The Prisoner Wine Company,USA,California,,,,Chardonnay,Rousaanne,Viognier,Muscat,,,White
The Prisoner Wine Company,USA,California,,,,Zinfandel,Petite Sirah,Syrah & Shiraz,,,,Red
The Prisoner Wine Company,USA,California,,,,Zinfandel,Cabernet Sauvignon,Petite Sirah,Charbono,,,Red
The Prisoner Wine Company,USA,California,Napa County,Napa Valley,,Merlot,Malbec,Syrah & Shiraz,,,,Red
The Prisoner Wine Company,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Petite Sirah,Zinfandel,Syrah & Shiraz,,,Red
Bride Valley,UK,Pinot Meunier,,,,Pinot Noir,Chardonnay,,,,,Sparkling
Bride Valley,UK,Pinot Noir,,,,Chardonnay,Pinot Meunier,,,,,Sparkling
Bodegas Lozano,Spain,La Mancha,,,,Tempranillo,Cabernet Sauvignon,,,,,Red
Bodegas Lozano,Spain,La Mancha,,,,Tempranillo,Cabernet Sauvignon,Syrah & Shiraz,,,,Red
Cantina Terlan,Italy,TrentinoAlto Adige,,,,Pinot Bianco,,,,,,White
Cantina Terlan,Italy,TrentinoAlto Adige,,,,Pinot Grigio,,,,,,White
Cantina Terlan,Italy,TrentinoAlto Adige,,,,Gewurztraminer,,,,,,White
Cantina Terlan,Italy,TrentinoAlto Adige,,,,Muller Thurgau,,,,,,White
Cantina Terlan,Italy,TrentinoAlto Adige,,,,Sauvignon blanc,,,,,,White
Champagne Jacquesson,France,Champagne,,,,Chardonnay,Pinot Noir,Pinot Meunier,,,,Sparkling
Champagne Drappier,France,Champagne,,,,Pinot Noir,,,,,,Sparkling
Chateau Teyssier,France,Bordeaux,SaintEmilion,,,Merlot,Cabernet Franc,Cabernet Sauvignon,,,,Red
Chateau La France,France,Bordeaux,,,,Semillon,Sauvignon blanc,Cabernet Sauvignon,,,,White
Chateau La France,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,Malbec,,,Red
Domaine Piron,France,Bourgogne,,,,Chardonnay,,,,,,Sparkling
Mancey,France,Bourgogne,,,,Chardonnay,,,,,,White
Domaine Laporte,France,Loire,Central Loire,Sancerre,,Sauvignon blanc,,,,,,White
Boutinot,France,Rhone,Cotes du Rhone,,,Grenache Blanc,Viognier,Rousaanne,Etc,,,White
Boutinot,France,Rhone,Cotes du Rhone,,,Grenache,Syrah & Shiraz,,,,,Red
Boutinot,France,Rhone,Cotes du Rhone,Seguret,,Grenache,Syrah & Shiraz,,,,,Red
Boutinot,France,Rhone,Cotes du Rhone,Cairanne,,Grenache,mourvedre,Syrah & Shiraz,Carignan,Cinsault,Counoise,Red
Les Clauzes de Jo,France,Southern France,Languedoc Roussillon,,,Rousaanne,Viognier,Grenache Blanc,,,,White
Valderiz,Spain,Ribera del Duero,,,,Tempranillo,Albillo,,,,,Red
Finca Bacara,Spain,Jumilla,,,,Monastrell,,,,,,Red
Finca Bacara,Spain,Jumilla,,,,Monastrell,,,,,,Red
Conceito,Portugal,Douro,,,,Bastardo,,,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Chardonnay,Rousaanne,Viognier,Petit Manseng,Marsanne,,White
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,mourvedre,Touriga Nacional,Petite Sirah,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Petite Sirah,mourvedre,Grenache,Viognier,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,Syrah & Shiraz,Petite Sirah,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Petite Sirah,Grenache,Viognier,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Grenache,Syrah & Shiraz,Petite Sirah,,,,Red
Sine Qua Non,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Petite Sirah,Viognier,,,,Red
GCF  GCF Group,France,Bourgogne,Beaujolais,,,Gamay,,,,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Cabernet Franc,Petit Verdot,Cabernet Sauvignon,Merlot,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Cabernet Franc,Merlot,Petit Verdot,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,Petit Verdot,Cabernet Franc,,Red
GCF  GCF Group,France,Bourgogne,Beaujolais,,,Gamay,,,,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Sauvignon,,,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,Red
Amuse Bouche,USA,California,Napa County,Napa Valley,,Merlot,Cabernet Franc,,,,,Red
La Sirena Wines,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Syrah & Shiraz,Grenache,Merlot,Petit Verdot,Cabernet Franc,Red
Coup de Foudre,USA,California,Napa County,Napa Valley,,Syrah & Shiraz,Merlot,Petit Verdot,Zinfandel,Malbec,,Red
Pierre Ferraud et Fils,France,Bourgogne,Beaujolais,,,Gamay,,,,,,Red
Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Chardonnay,,,,,,White
Krupp Brothers Estate,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Tempranillo,Cabernet Franc,Petit Verdot,Malbec,Merlot,Red
Hyde de Villaine,USA,California,Napa County,Napa Valley,,Pinot Noir,,,,,,Red
Spottswoode,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,Malbec,,Red
Kistler Vineyards,USA,California,Sonoma County,Sonoma Coast,,Pinot Noir,,,,,,Red
Kistler Vineyards,USA,California,Sonoma County,Sonoma Coast,,Pinot Noir,,,,,,Red
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Chardonnay,,,,,,White
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Chardonnay,,,,,,White
Walter Hansel Winery,USA,California,Sonoma County,Russian River Valley,,Pinot Noir,,,,,,Red
Josh Cellars,USA,California,Mendocino County,,,Chardonnay,,,,,,White
Josh Cellars,USA,California,,,,Cabernet Sauvignon,Syrah & Shiraz,Petit Verdot,Petite Sirah,Ruby Cabernet,Blend,Red
Josh Cellars,USA,California,,,,Zinfandel,Petite Sirah,Ruby Cabernet,Merlot,Touriga Nacional,Grenache,Red
Farmers Table Wines,USA,California,,,,Chardonnay,,,,,,White
Redtree,USA,California,,,,Cabernet Sauvignon,,,,,,Red
Oveja Negra,Chile,Maule Valley,,,,Carmenere,Petit Verdot,,,,,Red
Oveja Negra,Chile,Maule Valley,,,,Syrah & Shiraz,Viognier,,,,,Red
Silver Ghost,Chile,Central Valley,,,,Cabernet Sauvignon,,,,,,Red
Silver Ghost,Chile,Central Valley,,,,Chardonnay,,,,,,White
Silver Ghost,Chile,Rapel Valley,,,,Chardonnay,,,,,,White
Silver Ghost,Chile,Rapel Valley,,,,Cabernet Sauvignon,,,,,,Red
7 Colores,Chile,Central Valley,,,,Sauvignon blanc,,,,,,White
7 Colores,Chile,Central Valley,,,,Carmenere,,,,,,Red
7 Colores,Chile,Central Valley,,,,Merlot,,,,,,Red
7 Colores,Chile,Aconcagua,Casablanca Valley,,,Sauvignon blanc,Torrontes,,,,,White
7 Colores,Chile,Maipo Valley,,,,Cabernet Sauvignon,Pais,,,,,Red
Mollydooker,Australia,South Australia,McLaren Vale,,,Verdelho,,,,,,Sparkling
Mollydooker,Australia,South Australia,McLaren Vale,,,Merlot,,,,,,Red
Soho,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,Rose
Chateau Guiraud 1st Cru Classe  Sauternes,France,Bordeaux,Sauternes,,,Semillon,Sauvignon blanc,,,,,White
Chateau Latour Martillac Grand Cru Class de Grave,France,Bordeaux,PessacLeognan,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,Red
Chateau Kirwan Grand Cru Classe3rd Cru,France,Bordeaux,Margaux,,,Cabernet Sauvignon,Merlot,Cabernet Franc,Petit Verdot,,,Red
Chateau Beychevelle Grand Cru Classe4th Cru,France,Bordeaux,SaintJulien,,,Cabernet Sauvignon,Merlot,Petit Verdot,,,,Red
Balthasar Ress,Germany,Rheingau,,,,Riesling,,,,,,White
MAISON MONTAGNAC,France,Bordeaux,,,,Merlot,Cabernet Franc,,,,,Red
MAISON MONTAGNAC,France,Bordeaux,,,,Semillon,Sauvignon blanc,Muscadet,,,,White
MAISON MONTAGNAC,France,Bordeaux,,,,Merlot,Cabernet Sauvignon,Cabernet Franc,,,,Red
Cecchi,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Cecchi,Italy,Toscana,Chianti,,,Sangiovese,Etc,,,,,Red
Cecchi,Italy,Toscana,Maremma,,,Merlot,,,,,,Red
Cecchi,Italy,Toscana,Maremma,,,Vermentino,Etc,,,,,White
Cecchi,Italy,Toscana,,,,Sangiovese,Etc,,,,,Red
Cecchi,Italy,Toscana,Montepulciano,,,Sangiovese,Etc,,,,,Red
Cecchi,Italy,Toscana,Montalcino,,,Sangiovese,,,,,,Red
Cecchi,Italy,Toscana,,,,Merlot,Sangiovese,,,,,Red
Cecchi,Italy,Toscana,,,,Sangiovese,Syrah & Shiraz,,,,,Rose
Cecchi,Italy,Toscana,,,,Vermentino,Chardonnay,Sauvignon blanc,,,,White
Dominio de La Vega,Spain,Valencia,,,,Garnacha,,,,,,Sparkling
Dominio de La Vega,Spain,Valencia,,,,Macabeo,,,,,,Sparkling
Dominio de La Vega,Spain,Valencia,,,,Grenache,,,,,,Sparkling
Bodega Sommos,Spain,Somontano,,,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,Red
Bodega Sommos,Spain,Somontano,,,,Chardonnay,Gewurztraminer,Pinot Noir,,,,White
Bodega Sommos,Spain,Somontano,,,,Merlot,,,,,,Red
Bodega Sommos,Spain,Somontano,,,,Cabernet Sauvignon,Merlot,Syrah & Shiraz,,,,Red
Bodega Sommos,Spain,Somontano,,,,Gewurztraminer,,,,,,White
Bodega Sommos,Spain,Somontano,,,,Tempranillo,Merlot,Syrah & Shiraz,,,,Red
Bodega Sommos,Spain,Somontano,,,,Tempranillo,Merlot,Syrah & Shiraz,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Syrah & Shiraz,Merlot,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Penley Estate,Australia,Victoria,Yarra Valley,,,Chardonnay,,,,,,White
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,Syrah & Shiraz,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Cabernet Sauvignon,,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Pinot Noir,,,,,,Sparkling
Penley Estate,Australia,South Australia,Coonawarra,,,Chardonnay,,,,,,White
Penley Estate,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,,,,,,Red
Penley Estate,Australia,South Australia,Coonawarra,,,Syrah & Shiraz,Merlot,Cabernet Sauvignon,Cabernet Franc,,,Red
Framingham,New Zealand,South Island,Marlborough,,,Sauvignon blanc,,,,,,White
Framingham,New Zealand,South Island,Marlborough,,,Riesling,,,,,,White
Framingham,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,Red
Framingham,New Zealand,South Island,Marlborough,,,Pinot Noir,,,,,,Red
GAME OF THRONES,USA,California,Central Coast,,,Chardonnay,Riesling,,,,,White
GAME OF THRONES,USA,California,Napa County,Napa Valley,,Cabernet Sauvignon,,,,,,Red
GAME OF THRONES,USA,Oregon,,,,Pinot Noir,,,,,,Red
GAME OF THRONES,USA,California,San Luis Obispo County,Paso Robles,,Petite Sirah,Zinfandel,Malbec,Syrah & Shiraz,Tempranillo,Mencia,Red
